                       Time(s)                         E(mV)                         I(mA)                         Q(mC)                 Capacity(mAh)                    Energy(Wh)                          P(W)
                     24.200001                   2060.621338                      0.999127                     24.177555                      0.006716                      0.000013                      0.002059
                     24.299999                   2061.376709                      0.999042                     24.277464                      0.006744                      0.000013                      0.002059
                     24.400000                   2062.131836                      0.998788                     24.377356                      0.006771                      0.000013                      0.002060
                     24.500000                   2062.886963                      0.999127                     24.477251                      0.006799                      0.000013                      0.002061
                     24.600000                   2063.893799                      0.999127                     24.577164                      0.006827                      0.000013                      0.002062
                     24.700001                   2064.984619                      0.998958                     24.677069                      0.006855                      0.000013                      0.002063
                     24.799999                   2065.739746                      0.998873                     24.776958                      0.006882                      0.000013                      0.002063
                     24.900000                   2066.746582                      0.999042                     24.876856                      0.006910                      0.000013                      0.002065
                     25.000000                   2067.501709                      0.998873                     24.976751                      0.006938                      0.000013                      0.002065
                     25.100000                   2068.676270                      0.998958                     25.076643                      0.006966                      0.000013                      0.002067
                     25.200001                   2069.431641                      0.999212                     25.176550                      0.006993                      0.000014                      0.002068
                     25.299999                   2070.186768                      0.999042                     25.276464                      0.007021                      0.000014                      0.002068
                     25.400000                   2071.109619                      0.999127                     25.376371                      0.007049                      0.000014                      0.002069
                     25.500000                   2072.200439                      0.999042                     25.476280                      0.007077                      0.000014                      0.002070
                     25.600000                   2072.787842                      0.999042                     25.576185                      0.007104                      0.000014                      0.002071
                     25.700001                   2073.626953                      0.999212                     25.676098                      0.007132                      0.000014                      0.002072
                     25.799999                   2074.969238                      0.999042                     25.776011                      0.007160                      0.000014                      0.002073
                     25.900000                   2075.472656                      0.999127                     25.875919                      0.007188                      0.000014                      0.002074
                     26.000000                   2076.479492                      0.999212                     25.975836                      0.007216                      0.000014                      0.002075
                     26.100000                   2077.318604                      0.998958                     26.075745                      0.007243                      0.000014                      0.002075
                     26.200001                   2078.325439                      0.999297                     26.175657                      0.007271                      0.000014                      0.002077
                     26.299999                   2078.996582                      0.998958                     26.275570                      0.007299                      0.000014                      0.002077
                     26.400000                   2079.751953                      0.999127                     26.375473                      0.007327                      0.000014                      0.002078
                     26.500000                   2080.842529                      0.999297                     26.475395                      0.007354                      0.000014                      0.002079
                     26.600000                   2081.765625                      0.999042                     26.575312                      0.007382                      0.000014                      0.002080
                     26.700001                   2082.520752                      0.998873                     26.675207                      0.007410                      0.000014                      0.002080
                     26.799999                   2083.443604                      0.998873                     26.775095                      0.007438                      0.000014                      0.002081
                     26.900000                   2084.198730                      0.999127                     26.874994                      0.007465                      0.000015                      0.002082
                     27.000000                   2084.786377                      0.998873                     26.974895                      0.007493                      0.000015                      0.002082
                     27.100000                   2085.876953                      0.998958                     27.074787                      0.007521                      0.000015                      0.002084
                     27.200001                   2086.716064                      0.999042                     27.174686                      0.007549                      0.000015                      0.002085
                     27.299999                   2087.722900                      0.999127                     27.274595                      0.007576                      0.000015                      0.002086
                     27.400000                   2088.729736                      0.999042                     27.374504                      0.007604                      0.000015                      0.002087
                     27.500000                   2089.401123                      0.998873                     27.474400                      0.007632                      0.000015                      0.002087
                     27.600000                   2090.407715                      0.998958                     27.574291                      0.007660                      0.000015                      0.002088
                     27.700001                   2091.162842                      0.999127                     27.674194                      0.007687                      0.000015                      0.002089
                     27.799999                   2091.918213                      0.999127                     27.774107                      0.007715                      0.000015                      0.002090
                     27.900000                   2092.673096                      0.999042                     27.874016                      0.007743                      0.000015                      0.002091
                     28.000000                   2093.596191                      0.998958                     27.973917                      0.007771                      0.000015                      0.002091
                     28.100000                   2094.435303                      0.999127                     28.073820                      0.007798                      0.000015                      0.002093
                     28.200001                   2095.190430                      0.999127                     28.173733                      0.007826                      0.000015                      0.002093
                     28.299999                   2096.029297                      0.998703                     28.273624                      0.007854                      0.000015                      0.002093
                     28.400000                   2097.120117                      0.999042                     28.373512                      0.007882                      0.000015                      0.002095
                     28.500000                   2097.791504                      0.999382                     28.473433                      0.007909                      0.000015                      0.002096
                     28.600000                   2098.966064                      0.999127                     28.573359                      0.007937                      0.000016                      0.002097
                     28.700001                   2099.385742                      0.999212                     28.673275                      0.007965                      0.000016                      0.002098
                     28.799999                   2100.308594                      0.999042                     28.773188                      0.007993                      0.000016                      0.002098
                     28.900000                   2101.399414                      0.999042                     28.873093                      0.008020                      0.000016                      0.002099
                     29.000000                   2102.238525                      0.999382                     28.973013                      0.008048                      0.000016                      0.002101
                     29.100000                   2102.909668                      0.999127                     29.072939                      0.008076                      0.000016                      0.002101
                     29.200001                   2103.916504                      0.998958                     29.172844                      0.008104                      0.000016                      0.002102
                     29.299999                   2104.587891                      0.999127                     29.272747                      0.008131                      0.000016                      0.002103
                     29.400000                   2105.594727                      0.999212                     29.372665                      0.008159                      0.000016                      0.002104
                     29.500000                   2106.265869                      0.999382                     29.472595                      0.008187                      0.000016                      0.002105
                     29.600000                   2107.272705                      0.999127                     29.572519                      0.008215                      0.000016                      0.002105
                     29.700001                   2107.776123                      0.999551                     29.672453                      0.008242                      0.000016                      0.002107
                     29.799999                   2108.783203                      0.999127                     29.772388                      0.008270                      0.000016                      0.002107
                     29.900000                   2109.622070                      0.999297                     29.872309                      0.008298                      0.000016                      0.002108
                     30.000000                   2110.545166                      0.999042                     29.972225                      0.008326                      0.000016                      0.002109
                     30.100000                   2111.132568                      0.999127                     30.072134                      0.008353                      0.000016                      0.002109
                     30.200001                   2112.307129                      0.999127                     30.172047                      0.008381                      0.000016                      0.002110
                     30.299999                   2112.894287                      0.999042                     30.271955                      0.008409                      0.000016                      0.002111
                     30.400000                   2113.649658                      0.999127                     30.371864                      0.008437                      0.000017                      0.002112
                     30.500000                   2114.656494                      0.998958                     30.471767                      0.008464                      0.000017                      0.002112
                     30.600000                   2115.159912                      0.999212                     30.571676                      0.008492                      0.000017                      0.002113
                     30.700001                   2116.082764                      0.999382                     30.671606                      0.008520                      0.000017                      0.002115
                     30.799999                   2117.005859                      0.998958                     30.771523                      0.008548                      0.000017                      0.002115
                     30.900000                   2117.928711                      0.998873                     30.871414                      0.008575                      0.000017                      0.002116
                     31.000000                   2118.683838                      0.999127                     30.971315                      0.008603                      0.000017                      0.002117
                     31.100000                   2119.522949                      0.999042                     31.071224                      0.008631                      0.000017                      0.002117
                     31.200001                   2120.194336                      0.998958                     31.171124                      0.008659                      0.000017                      0.002118
                     31.299999                   2121.033203                      0.999127                     31.271027                      0.008686                      0.000017                      0.002119
                     31.400000                   2121.872314                      0.999127                     31.370941                      0.008714                      0.000017                      0.002120
                     31.500000                   2122.543457                      0.998788                     31.470837                      0.008742                      0.000017                      0.002120
                     31.600000                   2123.634277                      0.999382                     31.570744                      0.008770                      0.000017                      0.002122
                     31.700001                   2124.221680                      0.999212                     31.670673                      0.008797                      0.000017                      0.002123
                     31.799999                   2124.976807                      0.999042                     31.770586                      0.008825                      0.000017                      0.002123
                     31.900000                   2125.899658                      0.999042                     31.870491                      0.008853                      0.000017                      0.002124
                     32.000000                   2126.654785                      0.999297                     31.970407                      0.008881                      0.000017                      0.002125
                     32.099998                   2127.829590                      0.999212                     32.070335                      0.008908                      0.000018                      0.002126
                     32.200001                   2128.333008                      0.998873                     32.170238                      0.008936                      0.000018                      0.002126
                     32.299999                   2129.256104                      0.999297                     32.270145                      0.008964                      0.000018                      0.002128
                     32.400002                   2129.927246                      0.999297                     32.370075                      0.008992                      0.000018                      0.002128
                     32.500000                   2130.934082                      0.999551                     32.470016                      0.009019                      0.000018                      0.002130
                     32.599998                   2131.689209                      0.999127                     32.569954                      0.009047                      0.000018                      0.002130
                     32.700001                   2132.276367                      0.999127                     32.669865                      0.009075                      0.000018                      0.002130
                     32.799999                   2133.199463                      0.998958                     32.769768                      0.009103                      0.000018                      0.002131
                     32.900002                   2134.122559                      0.999042                     32.869671                      0.009130                      0.000018                      0.002132
                     33.000000                   2134.625977                      0.999297                     32.969585                      0.009158                      0.000018                      0.002133
                     33.099998                   2135.716553                      0.999042                     33.069504                      0.009186                      0.000018                      0.002134
                     33.200001                   2136.387939                      0.998958                     33.169403                      0.009214                      0.000018                      0.002134
                     33.299999                   2137.143066                      0.999042                     33.269302                      0.009241                      0.000018                      0.002135
                     33.400002                   2137.981934                      0.999127                     33.369213                      0.009269                      0.000018                      0.002136
                     33.500000                   2138.653320                      0.999042                     33.469120                      0.009297                      0.000018                      0.002137
                     33.599998                   2139.492432                      0.999127                     33.569027                      0.009325                      0.000018                      0.002138
                     33.700001                   2140.247559                      0.999212                     33.668945                      0.009352                      0.000019                      0.002139
                     33.799999                   2140.918701                      0.999042                     33.768860                      0.009380                      0.000019                      0.002139
                     33.900002                   2141.841797                      0.998873                     33.868755                      0.009408                      0.000019                      0.002139
                     34.000000                   2142.848633                      0.999127                     33.968655                      0.009436                      0.000019                      0.002141
                     34.099998                   2143.771729                      0.999212                     34.068569                      0.009463                      0.000019                      0.002142
                     34.200001                   2144.358887                      0.999127                     34.168488                      0.009491                      0.000019                      0.002142
                     34.299999                   2144.946289                      0.998873                     34.268387                      0.009519                      0.000019                      0.002143
                     34.400002                   2145.785156                      0.999212                     34.368294                      0.009547                      0.000019                      0.002144
                     34.500000                   2146.624268                      0.999212                     34.468212                      0.009575                      0.000019                      0.002145
                     34.599998                   2147.547363                      0.999042                     34.568127                      0.009602                      0.000019                      0.002145
                     34.700001                   2148.050781                      0.999042                     34.668030                      0.009630                      0.000019                      0.002146
                     34.799999                   2148.805908                      0.998873                     34.767925                      0.009658                      0.000019                      0.002146
                     34.900002                   2149.896729                      0.999127                     34.867825                      0.009686                      0.000019                      0.002148
                     35.000000                   2150.484131                      0.999127                     34.967739                      0.009713                      0.000019                      0.002149
                     35.099998                   2151.322998                      0.999042                     35.067646                      0.009741                      0.000019                      0.002149
                     35.200001                   2152.329834                      0.999382                     35.167568                      0.009769                      0.000019                      0.002151
                     35.299999                   2152.749512                      0.999297                     35.267502                      0.009797                      0.000019                      0.002151
                     35.400002                   2153.588379                      0.999551                     35.367443                      0.009824                      0.000020                      0.002153
                     35.500000                   2154.595215                      0.999382                     35.467392                      0.009852                      0.000020                      0.002153
                     35.599998                   2155.266602                      0.999466                     35.567333                      0.009880                      0.000020                      0.002154
                     35.700001                   2156.021729                      0.999127                     35.667263                      0.009908                      0.000020                      0.002154
                     35.799999                   2156.609131                      0.998873                     35.767162                      0.009935                      0.000020                      0.002154
                     35.900002                   2157.615967                      0.999382                     35.867077                      0.009963                      0.000020                      0.002156
                     36.000000                   2158.287109                      0.999127                     35.967003                      0.009991                      0.000020                      0.002156
                     36.099998                   2158.958496                      0.999466                     36.066933                      0.010019                      0.000020                      0.002158
                     36.200001                   2159.881348                      0.999297                     36.166870                      0.010046                      0.000020                      0.002158
                     36.299999                   2160.300781                      0.998958                     36.266781                      0.010074                      0.000020                      0.002158
                     36.400002                   2161.139893                      0.999127                     36.366688                      0.010102                      0.000020                      0.002159
                     36.500000                   2162.230713                      0.999042                     36.466595                      0.010130                      0.000020                      0.002160
                     36.599998                   2162.734131                      0.998958                     36.566494                      0.010157                      0.000020                      0.002160
                     36.700001                   2163.740967                      0.999466                     36.666416                      0.010185                      0.000020                      0.002163
                     36.799999                   2164.160645                      0.999042                     36.766342                      0.010213                      0.000020                      0.002162
                     36.900002                   2164.915527                      0.999212                     36.866253                      0.010241                      0.000020                      0.002163
                     37.000000                   2165.922607                      0.999212                     36.966175                      0.010268                      0.000020                      0.002164
                     37.099998                   2166.677734                      0.998788                     37.066074                      0.010296                      0.000021                      0.002164
                     37.200001                   2167.348877                      0.999212                     37.165974                      0.010324                      0.000021                      0.002166
                     37.299999                   2168.187988                      0.999042                     37.265888                      0.010352                      0.000021                      0.002166
                     37.400002                   2169.110840                      0.999042                     37.365791                      0.010379                      0.000021                      0.002167
                     37.500000                   2169.530518                      0.999127                     37.465702                      0.010407                      0.000021                      0.002168
                     37.599998                   2170.369385                      0.999127                     37.565613                      0.010435                      0.000021                      0.002168
                     37.700001                   2171.208496                      0.998958                     37.665520                      0.010463                      0.000021                      0.002169
                     37.799999                   2172.047607                      0.999042                     37.765419                      0.010490                      0.000021                      0.002170
                     37.900002                   2172.635010                      0.999212                     37.865330                      0.010518                      0.000021                      0.002171
                     38.000000                   2173.474121                      0.999127                     37.965248                      0.010546                      0.000021                      0.002172
                     38.099998                   2173.893555                      0.999127                     38.065159                      0.010574                      0.000021                      0.002172
                     38.200001                   2175.152100                      0.999042                     38.165070                      0.010601                      0.000021                      0.002173
                     38.299999                   2175.487793                      0.998958                     38.264969                      0.010629                      0.000021                      0.002173
                     38.400002                   2176.578613                      0.999127                     38.364872                      0.010657                      0.000021                      0.002175
                     38.500000                   2177.082031                      0.998788                     38.464767                      0.010685                      0.000021                      0.002174
                     38.599998                   2178.004883                      0.999042                     38.564659                      0.010712                      0.000021                      0.002176
                     38.700001                   2178.592285                      0.999297                     38.664577                      0.010740                      0.000021                      0.002177
                     38.799999                   2179.179688                      0.999127                     38.764500                      0.010768                      0.000022                      0.002177
                     38.900002                   2180.186523                      0.998873                     38.864399                      0.010796                      0.000022                      0.002178
                     39.000000                   2180.857666                      0.998958                     38.964291                      0.010823                      0.000022                      0.002179
                     39.099998                   2181.864502                      0.998873                     39.064182                      0.010851                      0.000022                      0.002179
                     39.200001                   2182.535889                      0.998958                     39.164074                      0.010879                      0.000022                      0.002180
                     39.299999                   2183.207031                      0.998958                     39.263969                      0.010907                      0.000022                      0.002181
                     39.400002                   2183.962158                      0.999042                     39.363869                      0.010934                      0.000022                      0.002182
                     39.500000                   2184.885010                      0.999042                     39.463772                      0.010962                      0.000022                      0.002183
                     39.599998                   2185.388428                      0.998873                     39.563667                      0.010990                      0.000022                      0.002183
                     39.700001                   2186.059814                      0.998873                     39.663555                      0.011018                      0.000022                      0.002184
                     39.799999                   2187.066650                      0.998788                     39.763439                      0.011045                      0.000022                      0.002184
                     39.900002                   2187.653809                      0.999042                     39.863331                      0.011073                      0.000022                      0.002186
                     40.000000                   2188.492920                      0.999212                     39.963242                      0.011101                      0.000022                      0.002187
                     40.099998                   2189.248291                      0.998788                     40.063145                      0.011129                      0.000022                      0.002187
                     40.200001                   2189.835449                      0.999212                     40.163044                      0.011156                      0.000022                      0.002188
                     40.299999                   2190.506836                      0.998958                     40.262951                      0.011184                      0.000022                      0.002188
                     40.400002                   2191.261719                      0.999297                     40.362865                      0.011212                      0.000023                      0.002190
                     40.500000                   2192.100830                      0.999127                     40.462788                      0.011240                      0.000023                      0.002190
                     40.599998                   2192.604492                      0.998873                     40.562687                      0.011267                      0.000023                      0.002190
                     40.700001                   2193.527344                      0.999127                     40.662586                      0.011295                      0.000023                      0.002192
                     40.799999                   2194.282471                      0.999042                     40.762493                      0.011323                      0.000023                      0.002192
                     40.900002                   2195.037598                      0.999042                     40.862400                      0.011351                      0.000023                      0.002193
                     41.000000                   2195.541016                      0.999042                     40.962303                      0.011378                      0.000023                      0.002193
                     41.099998                   2196.296143                      0.999212                     41.062214                      0.011406                      0.000023                      0.002195
                     41.200001                   2197.051514                      0.998958                     41.162125                      0.011434                      0.000023                      0.002195
                     41.299999                   2197.974365                      0.999042                     41.262024                      0.011462                      0.000023                      0.002196
                     41.400002                   2198.477783                      0.998958                     41.361923                      0.011489                      0.000023                      0.002196
                     41.500000                   2199.568604                      0.999042                     41.461823                      0.011517                      0.000023                      0.002197
                     41.599998                   2200.155762                      0.999042                     41.561729                      0.011545                      0.000023                      0.002198
                     41.700001                   2200.910889                      0.998873                     41.661625                      0.011573                      0.000023                      0.002198
                     41.799999                   2201.330566                      0.999042                     41.761520                      0.011600                      0.000023                      0.002199
                     41.900002                   2202.337402                      0.998788                     41.861412                      0.011628                      0.000023                      0.002200
                     42.000000                   2203.092529                      0.998873                     41.961296                      0.011656                      0.000024                      0.002201
                     42.099998                   2203.595947                      0.998873                     42.061180                      0.011684                      0.000024                      0.002201
                     42.200001                   2204.435059                      0.998618                     42.161057                      0.011711                      0.000024                      0.002201
                     42.299999                   2205.190186                      0.999042                     42.260941                      0.011739                      0.000024                      0.002203
                     42.400002                   2205.945312                      0.998873                     42.360836                      0.011767                      0.000024                      0.002203
                     42.500000                   2206.448730                      0.998873                     42.460724                      0.011795                      0.000024                      0.002204
                     42.599998                   2207.287842                      0.998873                     42.560608                      0.011822                      0.000024                      0.002205
                     42.700001                   2207.958984                      0.998788                     42.660492                      0.011850                      0.000024                      0.002205
                     42.799999                   2208.798096                      0.998873                     42.760376                      0.011878                      0.000024                      0.002206
                     42.900002                   2209.553223                      0.998873                     42.860264                      0.011906                      0.000024                      0.002207
                     43.000000                   2210.140625                      0.998958                     42.960155                      0.011933                      0.000024                      0.002208
                     43.099998                   2211.231445                      0.999127                     43.060059                      0.011961                      0.000024                      0.002209
                     43.200001                   2211.482910                      0.998958                     43.159962                      0.011989                      0.000024                      0.002209
                     43.299999                   2212.573730                      0.999042                     43.259861                      0.012017                      0.000024                      0.002210
                     43.400002                   2213.077393                      0.999127                     43.359772                      0.012044                      0.000024                      0.002211
                     43.500000                   2214.084229                      0.999042                     43.459679                      0.012072                      0.000024                      0.002212
                     43.599998                   2214.587646                      0.999127                     43.559589                      0.012100                      0.000024                      0.002213
                     43.700001                   2215.007080                      0.998958                     43.659492                      0.012128                      0.000025                      0.002213
                     43.799999                   2215.929932                      0.998958                     43.759388                      0.012155                      0.000025                      0.002214
                     43.900002                   2216.685303                      0.998873                     43.859280                      0.012183                      0.000025                      0.002214
                     44.000000                   2217.356445                      0.999212                     43.959183                      0.012211                      0.000025                      0.002216
                     44.099998                   2218.447021                      0.999382                     44.059113                      0.012239                      0.000025                      0.002217
                     44.200001                   2218.866699                      0.998873                     44.159027                      0.012266                      0.000025                      0.002216
                     44.299999                   2219.621826                      0.999127                     44.258926                      0.012294                      0.000025                      0.002218
                     44.400002                   2220.544678                      0.999297                     44.358849                      0.012322                      0.000025                      0.002219
                     44.500000                   2221.132080                      0.999212                     44.458775                      0.012350                      0.000025                      0.002219
                     44.599998                   2221.551758                      0.998873                     44.558678                      0.012377                      0.000025                      0.002219
                     44.700001                   2222.642334                      0.999212                     44.658581                      0.012405                      0.000025                      0.002221
                     44.799999                   2223.145996                      0.999297                     44.758507                      0.012433                      0.000025                      0.002222
                     44.900002                   2223.900879                      0.999127                     44.858429                      0.012461                      0.000025                      0.002222
                     45.000000                   2224.572266                      0.999127                     44.958340                      0.012488                      0.000025                      0.002223
                     45.099998                   2225.327393                      0.999042                     45.058250                      0.012516                      0.000025                      0.002223
                     45.200001                   2225.830811                      0.999127                     45.158157                      0.012544                      0.000025                      0.002224
                     45.299999                   2226.921631                      0.999042                     45.258068                      0.012572                      0.000026                      0.002225
                     45.400002                   2227.341064                      0.999127                     45.357975                      0.012599                      0.000026                      0.002225
                     45.500000                   2228.180176                      0.999042                     45.457882                      0.012627                      0.000026                      0.002226
