Time(s)                       E(mV)                         I(mA)                         
34.135                        -173.1527                     -0.1386785                    
34.15                         -169.9652                     -0.135827                     
34.165                        -166.4422                     -0.1328582                    
34.18                         -163.6741                     -0.1303758                    
34.195                        -160.99                       -0.1280779                    
34.21                         -158.4735                     -0.1246478                    
34.225                        -154.7828                     -0.1224337                    
34.24                         -152.1824                     -0.1193559                    
34.255                        -149.4144                     -0.1167644                    
34.27                         -146.2269                     -0.1139885                    
34.285                        -143.3749                     -0.1111538                    
34.3                          -140.1874                     -0.1085456                    
34.315                        -137.5032                     -0.1059039                    
34.33                         -133.9802                     -0.1033376                    
34.345                        -131.0444                     -0.1007126                    
34.36                         -128.1085                     -0.09755085                   
34.375                        -125.2566                     -0.0950265                    
34.39                         -122.153                      -0.09203251                   
34.405                        -119.0494                     -0.08951654                   
34.42                         -116.1974                     -0.08679091                   
34.435                        -113.0099                     -0.08440914                   
34.45                         -109.9902                     -0.08107129                   
34.465                        -107.1382                     -0.07862242                   
34.48                         -103.783                      -0.07617355                   
34.495                        -101.3504                     -0.07300343                   
34.51                         -98.33072                     -0.07053779                   
34.525                        -94.72383                     -0.06763604                   
34.54                         -92.2074                      -0.06503621                   
34.555                        -89.35543                     -0.06218478                   
34.57                         -86.41959                     -0.05940045                   
34.585                        -83.31599                     -0.05664128                   
34.6                          -80.04462                     -0.05412531                   
34.615                        -77.27654                     -0.05167644                   
34.63                         -74.08906                     -0.04842247                   
34.645                        -70.98546                     -0.04605746                   
34.66                         -67.96573                     -0.04314733                   
34.675                        -64.86212                     -0.04057265                   
34.69                         -61.92628                     -0.03773238                   
34.705                        -59.07433                     -0.03519254                   
34.72                         -56.0546                      -0.03231142                   
34.735                        -53.11876                     -0.0295477                    
34.75                         -50.09904                     -0.02713951                   
34.765                        -46.65991                     -0.02414268                   
34.78                         -43.72407                     -0.02181331                   
34.795                        -41.12375                     -0.01894645                   
34.81                         -37.85239                     -0.01592865                   
34.825                        -34.74878                     -0.0132253                    
34.84                         -31.81294                     -0.0104423                    
34.855                        -28.8771                      -0.007971212                  
34.87                         -26.02514                     -0.004762242                  
34.885                        -22.92154                     -0.002538518                  
34.9                          -19.90181                     0.0001396768                  
34.915                        -17.21762                     0.002657717                   
34.93                         -13.94625                     0.005868365                   
34.945                        -11.09429                     0.00856836                    
34.96                         -8.158448                     0.01126165                    
34.975                        -5.138726                     0.01397758                    
34.99                         -2.454528                     0.01664068                    
35.005                        0.9846003                     0.01942536                    
35.02                         3.752679                      0.0223593                     
35.035                        6.940164                      0.02461237                    
35.05                         10.04377                      0.02760082                    
35.065                        13.31513                      0.03020355                    
35.08                         16.08321                      0.0331182                     
35.095                        19.01905                      0.03581149                    
35.11                         22.20654                      0.03862049                    
35.125                        24.97462                      0.04112428                    
35.14                         27.82658                      0.04388632                    
35.155                        30.93018                      0.04692676                    
35.17                         34.28543                      0.04949762                    
35.185                        37.05351                      0.05197961                    
35.2                          39.73771                      0.05456556                    
35.215                        43.26072                      0.05752131                    
35.23                         46.11267                      0.06046195                    
35.245                        49.04852                      0.0630739                     
35.26                         52.06824                      0.06587872                    
35.275                        54.75244                      0.06810999                    
35.29                         58.0238                       0.07147744                    
35.305                        61.37905                      0.07425374                    
35.32                         64.23101                      0.07662588                    
35.335                        67.33462                      0.07931832                    
35.35                         70.27045                      0.08193447                    
35.365                        73.37406                      0.08477283                    
35.38                         76.22602                      0.08760363                    
35.395                        79.24574                      0.09024996                    
35.41                         82.01382                      0.09305728                    
35.425                        85.20131                      0.09540762                    
35.44                         88.13715                      0.0985266                     
35.455                        91.15688                      0.1012942                     
35.47                         94.26048                      0.1039191                     
35.485                        97.2802                       0.1065358                     
35.5                          100.5516                      0.1090685                     
35.515                        103.4874                      0.1120205                     
35.53                         106.0877                      0.1148217                     
35.545                        108.9397                      0.1175724                     
35.56                         112.1272                      0.1203987                     
35.575                        115.2308                      0.1227637                     
35.59                         117.915                       0.1258332                     
35.605                        121.1024                      0.1286175                     
35.62                         124.0383                      0.1309238                     
35.635                        127.058                       0.1335069                     
35.65                         130.3294                      0.1364254                     
35.665                        133.3491                      0.1393775                     
35.68                         136.4527                      0.1421199                     
35.695                        139.4724                      0.1449461                     
35.71                         142.3244                      0.1473027                     
35.725                        145.428                       0.1504142                     
35.74                         148.6994                      0.1532153                     
35.755                        151.6352                      0.1559157                     
35.77                         154.1516                      0.1583646                     
35.785                        157.2552                      0.1609644                     
35.8                          160.1072                      0.1641513                     
35.815                        163.2947                      0.1667511                     
35.83                         166.1466                      0.1699213                     
35.845                        169.2502                      0.172194                      
35.86                         172.4377                      0.1751545                     
35.875                        175.2897                      0.1777543                     
35.89                         178.3094                      0.180807                      
35.905                        181.413                       0.1836668                     
35.92                         184.3489                      0.1855119                     
35.935                        187.3686                      0.1884807                     
35.95                         190.1367                      0.1916005                     
35.965                        192.9047                      0.1940577                     
35.98                         196.26                        0.1972111                     
35.995                        199.3636                      0.1993077                     
36.01                         202.4672                      0.2025617                     
36.025                        205.4869                      0.2051028                     
36.04                         208.3389                      0.2079123                     
36.055                        211.6102                      0.2107134                     
36.07                         214.2106                      0.2129359                     
36.085                        217.4819                      0.2158208                     
36.1                          220.25                        0.2185549                     
36.115                        223.2697                      0.2213308                     
36.13                         226.7088                      0.22409                       
36.145                        229.1414                      0.2267485                     
36.16                         232.245                       0.229558                      
36.175                        235.6003                      0.232292                      
36.19                         238.4522                      0.2352525                     
36.205                        240.8848                      0.2375001                     
36.22                         243.9884                      0.2400328                     
36.235                        247.3436                      0.2429849                     
36.25                         250.2795                      0.2459117                     
36.265                        253.7186                      0.2486877                     
36.28                         256.6544                      0.2511869                     
36.295                        259.5903                      0.2540132                     
36.31                         262.7778                      0.2567807                     
36.325                        265.7975                      0.2595315                     
36.34                         268.23                        0.2624333                     
36.355                        271.5014                      0.2649073                     
36.37                         274.4373                      0.2675658                     
36.385                        277.7925                      0.2703753                     
36.4                          280.4767                      0.2730842                     
36.415                        283.2448                      0.2757008                     
36.43                         286.0967                      0.2785941                     
36.445                        289.7036                      0.2813701                     
36.46                         292.2201                      0.2840538                     
36.475                        294.9881                      0.2868716                     
36.49                         298.3434                      0.2894631                     
36.505                        301.5309                      0.2923732                     
36.52                         304.4667                      0.2947215                     
36.535                        307.4026                      0.2974303                     
36.55                         310.5062                      0.300634                      
36.565                        313.442                       0.3030409                     
36.58                         316.8811                      0.305842                      
36.595                        319.9847                      0.3085425                     
36.61                         322.5012                      0.3114946                     
36.625                        325.6886                      0.3142537                     
36.64                         328.4567                      0.3168032                     
36.655                        331.6442                      0.3194114                     
36.67                         334.4962                      0.3220616                     
36.685                        337.6837                      0.3251227                     
36.7                          340.1162                      0.327907                      
36.715                        343.136                       0.3303391                     
36.73                         346.4073                      0.3332912                     
36.745                        349.5948                      0.3360252                     
36.76                         352.8661                      0.3387508                     
36.775                        355.2148                      0.3411997                     
36.79                         358.2346                      0.344244                      
36.805                        361.5059                      0.3468858                     
36.82                         364.4417                      0.3494101                     
36.835                        367.3776                      0.3522951                     
36.85                         370.2296                      0.3549033                     
36.865                        373.4171                      0.3579728                     
36.88                         376.4367                      0.3604804                     
36.895                        379.4565                      0.3633485                     
36.91                         382.3923                      0.3658981                     
36.925                        385.8315                      0.3687495                     
36.94                         388.3479                      0.3715674                     
36.955                        391.6193                      0.3738485                     
36.97                         394.7228                      0.3769264                     
36.985                        397.4909                      0.3793417                     
37                            400.5107                      0.3821512                     
37.015                        403.4465                      0.3851033                     
37.03                         406.634                       0.3876696                     
37.045                        409.486                       0.3907223                     
37.06                         412.5056                      0.3929783                     
37.075                        415.9448                      0.3962071                     
37.09                         418.629                       0.3988405                     
37.105                        421.5648                      0.4012222                     
37.12                         424.7523                      0.4041491                     
37.135                        427.6043                      0.4066735                     
37.15                         430.5401                      0.4097178                     
37.165                        433.5598                      0.412477                      
37.18                         436.3279                      0.4150181                     
37.195                        440.0187                      0.4180792                     
37.21                         442.5351                      0.4203184                     
37.225                        445.5549                      0.4236227                     
37.24                         448.8262                      0.4259206                     
37.255                        451.5943                      0.4285623                     
37.27                         454.1946                      0.4315312                     
37.285                        457.3821                      0.4342233                     
37.3                          460.6535                      0.4368315                     
37.315                        463.7571                      0.4397081                     
37.33                         466.9445                      0.442266                      
37.345                        470.132                       0.4452767                     
37.36                         472.9001                      0.4475746                     
37.375                        475.4166                      0.4509041                     
37.39                         478.8557                      0.4531433                     
37.405                        481.7077                      0.4559612                     
37.42                         484.7274                      0.4585527                     
37.435                        487.1599                      0.4614795                     
37.45                         490.8507                      0.4643226                     
37.465                        493.9543                      0.4671405                     
37.48                         496.303                       0.4695138                     
37.495                        499.7421                      0.4723317                     
37.51                         502.9296                      0.475049                      
37.525                        505.8654                      0.4783533                     
37.54                         508.969                       0.4804583                     
37.555                        511.9888                      0.4834858                     
37.57                         515.0923                      0.4855741                     
37.585                        517.8604                      0.4890209                     
37.6                          520.7963                      0.4914111                     
37.615                        523.4805                      0.4944638                     
37.63                         526.8358                      0.496963                      
37.645                        529.7716                      0.4998145                     
37.66                         532.6235                      0.5023304                     
37.675                        535.7271                      0.5056599                     
37.69                         538.8307                      0.5071275                     
37.705                        542.0182                      0.5106834                     
37.72                         544.4508                      0.512822                      
37.735                        547.9738                      0.5163443                     
37.75                         550.4902                      0.518441                      
37.765                        554.0971                      0.5215943                     
37.78                         556.7813                      0.5235148                     
37.795                        559.801                       0.5272133                     
37.81                         562.8207                      0.5296705                     
37.825                        565.8405                      0.5328155                     
37.84                         568.7763                      0.5347612                     
37.855                        571.6283                      0.5380991                     
37.87                         574.5641                      0.5405311                     
37.885                        577.9194                      0.5439612                     
37.9                          580.5197                      0.5459069                     
37.915                        583.7072                      0.5491693                     
37.93                         586.5591                      0.5515678                     
37.945                        589.9144                      0.5548973                     
37.96                         592.6824                      0.5571952                     
37.975                        595.8699                      0.5606337                     
37.99                         598.9736                      0.5619504                     
38.005                        601.9094                      0.5656573                     
38.02                         604.8452                      0.5678042                     
38.035                        607.8649                      0.5713936                     
38.05                         610.7169                      0.5730625                     
38.065                        613.6528                      0.5766939                     
38.08                         616.5886                      0.5787234                     
38.095                        620.1955                      0.5822458                     
38.11                         622.7119                      0.5845437                     
38.125                        625.9833                      0.5874538                     
38.14                         628.6675                      0.5896428                     
38.155                        631.9388                      0.5929974                     
38.17                         634.623                       0.5949849                     
38.185                        637.8943                      0.5982054                     
38.2                          640.4947                      0.6004698                     
38.215                        643.9338                      0.6040424                     
38.23                         646.7019                      0.6059881                     
38.245                        649.3862                      0.609544                      
38.26                         652.8252                      0.6112046                     
38.275                        656.0128                      0.6149953                     
38.29                         658.9486                      0.6170583                     
38.305                        662.136                       0.6199433                     
38.32                         664.6525                      0.6221741                     
38.335                        668.2594                      0.625621                      
38.35                         670.7758                      0.6278015                     
38.365                        673.8795                      0.631173                      
38.38                         676.8153                      0.6331857                     
38.395                        680.0027                      0.6365654                     
38.41                         682.9386                      0.6385279                     
38.425                        685.9584                      0.6422935                     
38.44                         689.062                       0.6440882                     
38.455                        691.9139                      0.6474512                     
38.47                         695.1852                      0.6490363                     
38.485                        697.8694                      0.6530031                     
38.5                          701.0569                      0.6550663                     
38.515                        703.6573                      0.6585634                     
38.53                         707.0125                      0.6606935                     
38.545                        710.3677                      0.6638385                     
38.56                         713.3875                      0.6658513                     
38.575                        715.9878                      0.6695749                     
38.59                         718.7559                      0.6715541                     
38.605                        721.8595                      0.6747494                     
38.62                         724.8792                      0.6766112                     
38.635                        728.0667                      0.6803013                     
38.65                         731.0025                      0.6822805                     
38.665                        733.9384                      0.6859035                     
38.68                         736.8742                      0.6874466                     
38.695                        739.9778                      0.6912793                     
38.71                         743.0814                      0.6932166                     
38.725                        746.1011                      0.6969486                     
38.74                         749.0369                      0.6986846                     
38.755                        752.1406                      0.7016954                     
38.77                         754.9926                      0.703943                      
38.785                        758.0123                      0.7077337                     
38.8                          760.7803                      0.7095872                     
38.815                        763.9678                      0.7132437                     
38.83                         766.652                       0.7148287                     
38.845                        769.8395                      0.7185272                     
38.86                         773.1108                      0.7204896                     
38.875                        776.7178                      0.7243558                     
38.89                         778.9825                      0.7255132                     
38.905                        782.17                        0.729304                      
38.92                         784.7703                      0.7313418                     
38.935                        788.0417                      0.7348977                     
38.95                         791.0615                      0.7370363                     
38.965                        794.3328                      0.7402483                     
38.98                         797.017                       0.7422611                     
38.995                        800.0367                      0.7459009                     
39.01                         802.9725                      0.7477794                     
39.025                        806.0762                      0.7515702                     
39.04                         809.3475                      0.7527276                     
39.055                        812.2834                      0.7566189                     
39.07                         814.9676                      0.7586401                     
39.085                        818.3228                      0.7621875                     
39.1                          821.007                       0.7642506                     
39.115                        823.7751                      0.7676221                     
39.13                         827.0464                      0.7696516                     
39.145                        830.4017                      0.7730565                     
39.16                         832.9182                      0.7752119                     
39.175                        835.9379                      0.7785833                     
39.19                         838.7899                      0.7803528                     
39.205                        841.8934                      0.783959                      
39.22                         845.1648                      0.785846                      
39.235                        848.0168                      0.78962                       
39.25                         851.2881                      0.7911379                     
39.265                        853.7207                      0.7949789                     
39.28                         857.0759                      0.7968827                     
39.295                        860.3473                      0.8004469                     
39.31                         863.3671                      0.8024765                     
39.325                        866.3867                      0.805764                      
39.34                         869.071                       0.8077768                     
39.355                        872.3423                      0.8111482                     
39.37                         875.1104                      0.8130436                     
39.385                        878.2979                      0.816784                      
39.4                          881.066                       0.8185284                     
39.415                        883.7501                      0.8223274                     
39.43                         887.1054                      0.8241557                     
39.445                        890.1251                      0.8276865                     
39.46                         893.1448                      0.8292715                     
39.475                        896.0807                      0.8332216                     
39.49                         898.8488                      0.835184                      
39.505                        902.1201                      0.8381277                     
39.52                         905.727                       0.8404844                     
39.535                        908.1595                      0.8436629                     
39.55                         911.0954                      0.8460279                     
39.565                        914.3668                      0.8495753                     
39.58                         917.051                       0.8514288                     
39.595                        920.3223                      0.8552614                     
39.61                         922.7549                      0.856729                      
39.625                        925.7747                      0.860436                      
39.64                         929.2137                      0.8624403                     
39.655                        932.1496                      0.8657194                     
39.67                         935.0016                      0.8676819                     
39.685                        938.0212                      0.871154                      
39.7                          941.4604                      0.873108                      
39.715                        944.0607                      0.8767981                     
39.73                         947.2482                      0.8787857                     
39.745                        950.3518                      0.8819475                     
39.76                         953.3715                      0.8841363                     
39.775                        956.3074                      0.8876252                     
39.79                         959.0755                      0.8897302                     
39.805                        962.4307                      0.8933867                     
39.82                         965.1149                      0.8945943                     
39.835                        967.9669                      0.8983012                     
39.85                         971.2382                      0.9004818                     
39.865                        974.0901                      0.9040962                     
39.88                         976.6905                      0.9056562                     
39.895                        980.4651                      0.9095057                     
39.91                         983.3171                      0.9113926                     
39.925                        986.5884                      0.9149233                     
39.94                         989.1049                      0.9169528                     
39.955                        992.6279                      0.920341                      
39.97                         995.1444                      0.9221777                     
39.985                        998.4996                      0.9255574                     
40                            1001.352                      0.9276876                     
40.015                        998.4158                      0.8997979                     
40.03                         995.396                       0.8902279                     
40.045                        992.1246                      0.8862824                     
40.06                         989.3566                      0.8825048                     
40.075                        986.6724                      0.8802382                     
40.09                         983.3171                      0.8762927                     
40.105                        980.549                       0.8746138                     
40.12                         977.4454                      0.8709201                     
40.135                        974.3419                      0.8682338                     
40.15                         971.4899                      0.8654636                     
40.165                        968.4702                      0.8635328                     
40.18                         965.1149                      0.8596712                     
40.195                        962.4307                      0.8574886                     
40.21                         959.3271                      0.8542147                     
40.225                        956.559                       0.8524519                     
40.24                         953.2038                      0.8490939                     
40.255                        950.5195                      0.8468274                     
40.27                         947.2482                      0.8432177                     
40.285                        944.1447                      0.841287                      
40.3                          941.4604                      0.8376772                     
40.315                        938.4406                      0.8359143                     
40.33                         935.5049                      0.8322206                     
40.345                        932.2335                      0.8302899                     
40.36                         929.3815                      0.8267641                     
40.375                        926.6973                      0.8244137                     
40.39                         923.5099                      0.8212236                     
40.405                        920.0707                      0.8192929                     
40.42                         917.6382                      0.8160189                     
40.435                        914.9539                      0.8141721                     
40.45                         911.1793                      0.8102266                     
40.465                        907.824                       0.8083798                     
40.48                         905.4753                      0.8050219                     
40.495                        902.5396                      0.8029233                     
40.51                         899.2682                      0.800069                      
40.525                        896.4162                      0.7972988                     
40.54                         893.3126                      0.7936891                     
40.555                        890.3767                      0.7920941                     
40.57                         887.1893                      0.7889041                     
40.585                        884.5889                      0.7867215                     
40.6                          881.1498                      0.7828599                     
40.615                        878.214                       0.7805934                     
40.63                         875.0265                      0.7775713                     
40.645                        872.6778                      0.7753887                     
40.66                         869.071                       0.7719468                     
40.675                        866.0512                      0.7701001                     
40.69                         863.2831                      0.7669101                     
40.705                        860.2634                      0.7644756                     
40.72                         857.3276                      0.7615375                     
40.735                        854.224                       0.7585993                     
40.75                         851.4559                      0.7558291                     
40.765                        848.52                        0.7528909                     
40.78                         845.3326                      0.7500368                     
40.795                        842.229                       0.748106                      
40.81                         839.5447                      0.7449999                     
40.825                        836.1895                      0.7426494                     
40.84                         833.3376                      0.7394595                     
40.855                        830.6534                      0.736941                      
40.87                         827.1304                      0.7341709                     
40.885                        824.6139                      0.7318203                     
40.9                          821.3425                      0.7283785                     
40.915                        818.6584                      0.7256922                     
40.93                         815.2192                      0.7232577                     
40.945                        812.0317                      0.7204874                     
40.96                         809.012                       0.7171296                     
40.975                        806.4956                      0.715031                      
40.99                         803.2242                      0.7120088                     
41.005                        800.2884                      0.7099102                     
41.02                         797.5203                      0.7056289                     
41.035                        794.165                       0.7042018                     
41.05                         791.2292                      0.7010118                     
41.065                        788.3773                      0.6983255                     
41.08                         785.4414                      0.6953034                     
41.095                        782.17                        0.6936245                     
41.11                         778.9825                      0.6902666                     
41.125                        775.9628                      0.6880001                     
41.14                         773.1108                      0.6844743                     
41.155                        770.175                       0.6821238                     
41.17                         766.9875                      0.6794375                     
41.185                        764.3872                      0.6770031                     
41.2                          761.5352                      0.6737291                     
41.215                        758.5156                      0.6712947                     
41.23                         755.0764                      0.6678529                     
41.245                        752.56                        0.6655863                     
41.26                         749.1208                      0.6625642                     
41.275                        746.1011                      0.6603816                     
41.29                         743.4169                      0.6570237                     
41.305                        740.1456                      0.655009                      
41.32                         737.2097                      0.6522387                     
41.335                        734.2739                      0.6498043                     
41.35                         731.0864                      0.6463625                     
41.365                        728.0667                      0.6435083                     
41.38                         725.2147                      0.6409899                     
41.395                        721.9434                      0.6384715                     
41.41                         719.1752                      0.6355333                     
41.425                        716.1556                      0.6330988                     
41.44                         713.3036                      0.6299089                     
41.455                        710.2                         0.6279781                     
41.47                         707.5997                      0.6251239                     
41.485                        704.58                        0.6222697                     
41.5                          701.0569                      0.6189119                     
41.515                        698.1211                      0.6167293                     
41.53                         695.1014                      0.6136232                     
41.545                        692.3333                      0.6113567                     
